,EquipmentID,SurveyDate,AreaName,AreaID,Route,EquipmentName,AnalysisDate,FaultStatus,FaultName,Comment,Location,Analyst
64,V2,2020-10-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,V2 VENTILATEUR V2,2020-10-02 08:08:56,2. NO INTERVENTION REQUIRED,Lubrication problem,"Nous ne relevons pas d'évolution particulière sur l'équipement. Un soulèvement de spectre en légère diminution indique tout de même un défaut de lubrification. Les amplitudes et l'évolution ne nécessitent pas d'intervention. 

Défaut de lubrification naissant. Pas d'action requise. A suivre selon planning.",Palier ventilateur,HL/44534
65,PF1AS,2020-03-04 23:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,PF1AS REDUCTEUR_PFA1_SUD,2020-03-12 07:49:46,2. NO INTERVENTION REQUIRED,Lubrication problem,"Moteur:
Fonctionnement normal du moteur

Roulements:
Un manque de lubrifiant a été constaté, particulièrement sur le palier côté transmission.

Réducteur:
Les amplitudes sont normales.
Fonctionnement calme du réducteur

Roulements:
Sur les roulementsdu second arbre, on reléve la présence de nombreux chocs à 169cpm, dont l'origine est difficile à attribuer sans les éléments de la cinématique (plan et désignation des roulements).

Préconisation:
Un graissage léger des paliers du moteur est recomandé sans urgences.
Les plans et la séléments de la cinématique du réducteur est à transmettre afin confirmer l'origine des défauts observés.",paliers du moteur,Laurent/44701
66,A752,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,A752 VENTILATEUR A752,2020-06-25 14:44:20,2. NO INTERVENTION REQUIRED,Looseness,"Nous observons sur les paliers du ventilateur des harmoniques de la fréquence de rotation, traduisant un jeu. Les amplitudes indiquent que le jeu reste fonctionnel. Aucune action requise à ce stade. ",Paliers ventilateurs,UserID -1/0
67,M42,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,M42 VENTILATEUR M42,2020-06-25 15:02:17,2. NO INTERVENTION REQUIRED,Imbalance,Déséquilibre relevé sur le ventilateur se propageant sur tout l'équipement. Les amplitudes sont tout à fait acceptables. Auucune intervention requise. Equipement à suivre de manière périodique. ,Ventilateur,Administrator/44534
68,40M01,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,40M01 Kuttner,2020-06-25 15:12:56,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous relevons des fréquences asycnhrones sur le moteur. Les amplitudes sont très faibles, mais la vitesse de l'équipement l'est aussi. Cela traduit probablement un très léger défaut de roulement. Aucune action requise. ",Moteur côté non accouplé,Administrator/44534
69,V2,2020-03-04 23:00:00,FERROGLOBE,FER,FERROGLOBE,V2 VENTILATEUR V2,2020-03-11 13:03:45,2. NO INTERVENTION REQUIRED,Lubrication problem,"Moteur:
Fonctionnement normal du moteur avec la prédominance des composantes liées au fonctionnement du variateur de vitesse.

Roulements: RAS
Lubrification: RAS

Ventilateur:
Les amplitudes vibratoires sont assez stables et correctes.

Roulements: présence d'un manque de lubrification, particulièrement sur le palier côté accouplement. Présence de défaut de faibles amplitudes liés à la cinématique des roulements.

Préconisation:
Un graissage du palier du ventilateur est recommandé à la réception du rapport.
Une étude sur la récurrence du graissage des paliers du ventilateur est conseillé afin de limiter le fonctionnement sous contraintes.",palier du ventilateur côté accouplement,Laurent/44701
70,40M01,2020-03-04 23:00:00,FERROGLOBE,FER,FERROGLOBE,40M01 Kuttner,2020-03-11 13:31:22,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Moteur:
Fonctionnement normal du moteur

Roulement: OK
Lubrification: OK

Ventilateur:
Le fonctionnement est normal.

Roulements:
Sur le roulement côté accouplement, cette série de mesures à une vitesse habituelle de 835 tr/min, montre une évolution lente des défauts relevés en janvier 2020.

Préconisation:
Continuer de suivre l'évolution des défauts sur le roulement du ventilateur côté accouplement lors des prochaines mesures.",roulement du ventilateur côté accouplement,Laurent/44701
71,Dép PF,2020-03-04 23:00:00,FERROGLOBE,FER,FERROGLOBE,Dép PF Dépoussièrage PF,2020-03-11 13:55:28,2. NO INTERVENTION REQUIRED,Misalignment,"Moteur:
Le fonctionnement du moteur est normal

Roulement:
Légère contrainte sur le roulement côté transmission

Ventilateur:
Le déséquilibre du ventilateur est normal à 2mm/s pour une rotation à 1660 tr/min.
Légère prédominance des amplitudes en direction axiale.

Préconisation:
Sans urgence et pour limiter les contraintes de part et d'autres de la transmission, une amélioration de l'alignement des poulies est recommandée.",transmission par poulies/courroies,Laurent/44701
72,M4,2020-03-04 23:00:00,FERROGLOBE,FER,FERROGLOBE,M4 POMPE M4,2020-03-11 15:20:23,2. NO INTERVENTION REQUIRED,Structural problem / resonance,"Moteur: 
on relève sur le moteur des amplitudes en augmentation à 3,5mm/s, avec la prédominance d'une composante à 715cpm, hors cinématique. Il est possible que la composante à la rotation à 640cpm vient exciter une résonnance.

Roulements: RAS
Lubrification OK

Préconisation:
Lors de la prochaine collecte des données, des mesures à différentes vitesses sont recommandées à  640, 800, et 1000 tr/min, par exemple et ceci afin de vérifier la fréquence l'hypothèse de la résonnance.
Si elle est vérifiée, il sera nécessaire de limiter le fonctionnement dans la zone de vitesse identifiée par un shunt sur le variateur de vitesse. ",Moteur,Laurent/44701
73,A711,2019-06-26 22:00:00,FERROGLOBE,FER,FERROGLOBE,A711 VENTILATEUR A711,2019-07-21 12:22:04,2. NO INTERVENTION REQUIRED,Other,"Nous relevons une légère dégradation du roulement côté opposé à l'accouplement du ventilateur et un défaut de roulement naissant du côté accouplement. 

Même si nous notons une évolution, les amplitudes restent acceptables et ne nécessitent pas d'intervention à ce stade. 

Des fréquences électriques sont également relevées sur le moteur. 

Pas d'action requise, équipement à suivre selon planning (3 mois).",,tk/400
74,A741,2019-06-27 22:00:00,FERROGLOBE,FER,FERROGLOBE,A741 VENTILATEUR A741,2019-07-21 12:29:54,2. NO INTERVENTION REQUIRED,Other,"Défaut de roulement relevé sur le palier du ventilateur côté opposé à l'accouplement, les évolutions sont stables par rapport à la dernière mesure et ne nécessitent pas d'intervention.

Aucune action requise. Equipement à suivre selon planning (3 mois). ",,tk/400
75,40M01,2019-06-27 22:00:00,FERROGLOBE,FER,FERROGLOBE,40M01 Kuttner,2019-07-21 12:53:14,2. NO INTERVENTION REQUIRED,Other,"Nous relevons une augmentation des fréquences électriques sur le moteur. Pas d'action requise à ce stade. 

Nous relevons également un défaut de roulement naissant sur le palier du ventilateur côté opposé au roulement. Pas d'évolution depuis la dernière mesure. 

Pas d'action requise. Equipement à suivre selon planning (3 mois).",,tk/400
76,A711,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,A711 VENTILATEUR A711,2019-05-03 06:59:24,2. NO INTERVENTION REQUIRED,Other,"Nous relevons la fréquence d'un défaut de roulement sur le palier du côté opposé accouplé du ventilateur. L'amplitude est en augmentation en ragard du dernier relevé mais le niveau reste acceptable. Acune action requise à ces tade.

Pas de défaut notable de roulement à signaler sur le moteur.

Jeu OK
Alignement OK
Equilibrage OK

Pas d'action requise. Equipement à suivre selon planning.",,Administrator/44534
77,A741,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,A741 VENTILATEUR A741,2019-05-03 07:31:32,2. NO INTERVENTION REQUIRED,Electrical problem,"Nous relevons les fréquences électriques d'alimentations sur les points de mesure du moteur. Les ampliutdes sont acceptables et aucune action n'est requise.

Nous relevons également la fréquence de défaut de roulement sur le palier côté opposé accouplé du ventialteur. Les amplitudes sont faibles et aucune action n'est requise à ce stade.

Jeu OK
Alignement OK
Equilibrage OK

Pas d'action requise. Equipement à suivre selon planning.",,Administrator/44534
78,A752,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,A752 VENTILATEUR A752,2019-05-03 08:08:32,2. NO INTERVENTION REQUIRED,Other,"Nous relevons la fréquence de défaut des roulements du ventilateur. Les amplitudes sont faibles et acceptalbes. Aucune action requise à ce stade.

Nous relevons également des fréquences d'origine électrique sur les paliers du moteur. Les amplitudes sont faibles  et aucune action n'est requise à ce stade.

Jeu OK
Alignement OK
Equilibrage OK.

Pas d'action requise. Equipement à suivre selon planning.",ventilateur,Administrator/44534
79,M5,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,M5 POMPE M5,2020-01-13 17:12:08,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous observons sur le moteur côté poulie des fréquences asynchrones correspondant à un défaut de bague de roulement. Les amplitudes sont encore très faibles et aucune action n'est requise. 

Pas d'action requise. Evolution à suivre lors de la prochaine mesure. ",Moteur côté accouplement,tk/400
80,M9,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,M9 POMPE M9,2020-01-13 17:26:00,2. NO INTERVENTION REQUIRED,Lubrication problem,"Nous relevons un léger décollement de spectre sur le moteur côté poulie. Les amplitudes restent faibles et ne nécessitent pas de délencher d'intervention mais sont à la hausse. 

Pas d'action requise. Equipement à suivre selon planning. ",,tk/400
81,A741,2020-03-04 23:00:00,FERROGLOBE,FER,FERROGLOBE,A741 VENTILATEUR A741,2020-03-11 10:49:41,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Moteur:
comportement normal du moteur avec variateur de vitesse 

Roulement: OK
Lubrification: Ok

Ventilateur:
Le comportement vibratoire de la turbine est normal

Roulement: Fonctionnement sous une légère contrainte visible sur les deux paliers, avec la présence de défaut naissant de piste probablement externe.

Préconisation:
La masse de la turbine semble provoquer un léger pincement en zone de charge, limitant la bonne lubrification des roulements.
Une étude sur l'amélioration de la lubrification des roulements de la turbine est recommandée sans urgence.",paliers du ventilateur,Laurent/44701
82,T43A,2020-03-04 23:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T43A REDUCTEUR T43A H2.25,2020-03-11 16:59:03,2. NO INTERVENTION REQUIRED,Accouplement,"Moteur:
Légère hausse d'amplitude sur la première harmonique à la rotation de l'arbre côté accouplement à 1,2mm/s

Réducteur:
Pas d'évolution notable sur la fréquence du train GV/MV1 avec les deux premières harmoniques.
présence de nombreux chocs aux rotations des arbres du rédcuteur 1490,249 et 39 tr/min

Roulement:
Présence d'une contrainte nouvelle sur l'arbre d'entrée du réducteur.

Préconisation:
Les augmentations d'amplitude sur les paliers de part et d'autres de l'accouplement entre moteur et réducteur avec plus de contrainte de fonctionnemnt montre un début d'usure de l'accouplement.
Evolution à suivre lors des prochaines mesures. ",accouplement entre le moteur et entrée réduct.,Laurent/44701
83,A402,2020-03-04 23:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,A402 REDUCTEUR_A402_voirplan,2020-03-12 06:43:19,2. NO INTERVENTION REQUIRED,Looseness,"Moteur:
Présence de la composante à 300Hz, fréquence d'amorçage des thyristors si le moteur est en courant continu.

Réducteur:
Hausse des vibrations à 2mm/s, valeur normale avec augmentation de l'amplitude de la fréquence d'negrènement du premer train.

Roulement: Présence de chocs à la rotation de l'arbre GV

Arbre A,B,C,D, LEFT MIDDLE et RIGHT : Présence de jeux sur les quatre arbres à 90 tr/min.

préconisation.
Les variations visibles lors de cette collecte de données sont liées à une vitesse de fonctionnement plus importante et donc probablement une charge différente par rapport aux précédentes mesures..
A surveiller lors des prochaines collectes de données","arbres A, B, C, D",Laurent/44701
84,T47,2020-03-04 23:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,"T47 REDUCTEUR T47 H2.31,5",2020-03-12 07:04:22,2. NO INTERVENTION REQUIRED,Looseness,"Moteur:
Pas dévolution notable en amplitude et nombre sur les jeux de fonctionnement déjà constaté lors de la précédente campagne.

roulements: Léger graissage à prévoir sur le palier arrière du moteur.

Réducteur: 
Pas d'évolution notable sur la composition des spectres avec la prédominance de la fréquence d'engrènement du premier train et de nombreux chocs à la rotation de l'arbre d'entrée à 1489cpm.

Préconisation:
Sans urgence, un contrôe visuel de l'état du pignon sur l'arbre entrée est recommandée, afin de s'assurer que la présence des chocs à la rotation de l'arbre GV ne soit pas liée à une légère dégradation de la denture.",Palier du moteur côté accouplement ,Laurent/44701
85,V1,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,V1 VENTILATEUR V1,2019-05-03 08:12:08,2. NO INTERVENTION REQUIRED,Other,"Nous relevons la fréquence de défaut des 2 roulements du venitlateur.  Les amplitudes vibratoires sont marquées et à suivre attentivement lors du prochain contrôle.

Pas de défaut notable à signalier sur le moteur.

Jeu OK
Alignement OK
Lubrification acceptable.

Pas d'action requise. Equipement à suivre selon planning.",ventilateur,Administrator/44534
86,V2,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,V2 VENTILATEUR V2,2019-05-03 08:18:30,2. NO INTERVENTION REQUIRED,Other,"Nous relevons la fréquence de défaut des 2 roulements du venitlateur.  Les amplitudes vibratoires sont faibles et acceptable. Aucune action requise à ce stade.

Pas de défaut notable à signalier sur le moteur.

Jeu OK
Alignement OK
Lubrification acceptable.

Pas d'action requise. Equipement à suivre selon planning.",,Administrator/44534
87,40M01,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,40M01 Kuttner,2019-05-03 08:25:39,2. NO INTERVENTION REQUIRED,Other,"Nous relevons une fréquence de piste interne sur le palier côté opposé accouplé du ventilateur. Les amplitudes sont très faibles. Aucune action requise.

Pas de défaut notable sur le moteur à signaler.

Jeu OK.
Structure OK.
Alignement OK.
Lubrification OK.

Pas d'action requise. Equipement à suivre selon planning.",,Administrator/44534
88,Dép PF,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,Dép PF Dépoussièrage PF,2019-05-03 08:27:45,2. NO INTERVENTION REQUIRED,Drive Belt concern,"Nous relevons les fréquences de défaut des courroies de transmission. Les amplitudes sont marquées mais restent acceptables. A suivre lors du prochain contrôle.

Pas de défaut notable de roulement à signaler.

Equilibrage OK
Lubrification OK
Jeu OK
Alignement OK

Pas d'action requise. Equipement à suivre selon planning.",,Administrator/44534
89,M6,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,M6 POMPE M6,2019-05-03 08:50:51,2. NO INTERVENTION REQUIRED,Jeu.,"Nous relevons des multiples entiers de la vitesse de rotation de l'équipement traduisant un problème de jeu au niveau de l'accouplement. Les amplitudes sont marquées mais restent acceptable. Aucune action requise à ce stade.

Nous relevons un défaut de roulement sur le palier côté accouplé du moteur. L'amplitude est faible et aucune action n'est requise à ce stade.

Visible également du frottement sur les paliers de la pompe. Les amplitudes sont encore acceptable.

Pas d'acion requise à ce stade. Equipement à suivre selon planning.",,Administrator/44534
90,A307,2019-06-26 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,A307 REDUCTEUR_A307,2019-07-04 14:12:50,2. NO INTERVENTION REQUIRED,Looseness,"Sur le moteur côté accouplement nous observons du jeu. A ce stade, les amplitudes vibratoires ne justifient pas d'intervention. 

Evolution défaut à suivre lors de la prochaine mesure. 

Pas d'action requise, équipement à suivre selon planning.  ",,tk/400
91,T30,2019-06-26 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T30 REDUCTEUR_T30_P3.201,2019-07-04 14:18:28,2. NO INTERVENTION REQUIRED,Looseness,"Un défaut de jeu naissant est visible sur l'arbre d'entrée du réducteur. Les niveaux vibratoires demeurent bas et tout à fait acceptables. 

Nous conseillons de suivre l'évolution du défaut lors de la prochaine mesure. 

Nous relevons également sur ce même arbre des fréquences d'engrènement typiques du fonctionnement d'un réducteur. 

Pas d'action requise, équipement à suivre selon planning. ",,tk/400
92,M1,2020-10-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,M1 POMPE M1,2020-10-02 08:36:50,2. NO INTERVENTION REQUIRED,Lubrication problem,"Nous relevons sur la pompe un décollement de spectre et un défaut de roulement très leger. Les amplitudes ne dépassent pas les amplitudes déjà atteintes par le passé. 

Léger défaut de roulement et lubrification sur pompe. Pas d'action requise. ",Pompe,HL/44534
93,SU,2020-10-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,SU Suppression Utilités,2020-10-02 08:54:14,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous relevons une évolution positive du défaut de roulement côté courroie du ventilateur indiquant une meilleure lubrification. Les amplitudes restent un peu élevées mais ne nécessitent pas d'intervention. 

Léger défaut de roulement à tendance baissière. Pas d'action requise. A suivre selon planning. ",Palier vtl côté courroie,HL/44534
94,A711,2020-10-07 22:00:00,FERROGLOBE,FER,FERROGLOBE,A711 VENTILATEUR A711,2020-10-14 11:59:39,2. NO INTERVENTION REQUIRED,Bearing - Outer/Inner race,"Nous relevons sur le palier du ventilateur côté opposé accouplement un défaut de roulement naissant. Les amplitudes sont encore faibles et ne nécessitent pas d'intervention. 

Défaut de roulement naissant sur palier ventilateur côté opposé accouplement. Pas d'action requise. ",Palier ventilateur côté opposé accouplement,HL/44534
95,A402,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,A402 REDUCTEUR_A402_voirplan,2020-10-14 12:17:47,2. NO INTERVENTION REQUIRED,Gear problem,"Nous relevons sur l'ensemble de l'équipement une fréquence à 16Hz, très probablement liée au fonctionnement du réducteur. Les amplitudes ne justifient pas d'intervention à ce stade. 

Léger défaut d'engrènement. Aucune action requise. ",,HL/44534
96,T38,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T38 REDUCTEUR T38 H2.25,2020-10-14 12:37:47,2. NO INTERVENTION REQUIRED,Gear problem,"Nous ne relevons pas d'évolution particulière sur l'équipement. Les amplitudes restent stables et acceptables. Nous relevons seulement un léger défaut d'engrènement ne nécessitant pas d'intervention. 

Défaut d'engrènement naissant. Pas d'action requise. ",Réducteur,HL/44534
97,T43B,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T43B REDUCTEUR T43_B H2.64,2020-10-14 12:58:11,2. NO INTERVENTION REQUIRED,Gear problem,"Nous relevons sur le réducteur un défaut d'engrènement encore tout à fait acceptable. Les amplitudes vibratoires ne justifient pas d'intervention. 

Défaut d'engrènement naissant sur réducteur. Pas d'action requise. A suivre selon planning. ",Réducteur,HL/44534
98,PF1AN,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,PF1AN REDUCTEUR_PFA1_NORD,2020-10-14 13:09:57,2. NO INTERVENTION REQUIRED,Misalignment,"Nous relevons sur le second arbre du réducteur un défaut de lignage. Les amplitudes sont faibles et ne nécessitent pas d'intervention. A suivre selon planning. 

Léger défaut de lignage. Pas d'action requise. A suivre selon planning.  ",Réducteur,HL/44534
99,PF3,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,PF3 PF3_Concasseur_primaire,2020-10-14 13:13:59,2. NO INTERVENTION REQUIRED,Misalignment,"Nous relevons sur le palier opposé poulie une signature vibratoire typique d'un défaut de lignage. Les amplitudes ne présentent pas d'évolution et compte tenu de la cinématique de l'équipement ne doivent pas générer d'inquiétude. 

Léger défaut de lignage. Pas d'action requise. ",Bielle,HL/44534
100,SU,2019-06-26 22:00:00,FERROGLOBE,FER,FERROGLOBE,SU Suppression Utilités,2019-07-21 14:49:21,3. ATTENTIVE FOLLOW UP,Lubrication problem,"Suite à la lubrification du ventilateur réalisé par vos soins sur place, les niveaux vibratoires ont nettement diminués. 

Compte tenu des défauts de lubrification récurrents sur cet équipement, suivre avec attention les évolutions lors de la prochaine mesure. ",,tk/400
101,M1,2019-10-08 22:00:00,FERROGLOBE,FER,FERROGLOBE,M1 POMPE M1,2019-10-09 09:17:10,3. ATTENTIVE FOLLOW UP,Lubrication problem,"Nous détectons sur la pompe un frottement sur les deux paliers. Les amplitudes sont stables mais importantes. Un suivi attentif est justifié. Aucune action requise à ce stade, suivre l'évolution à la prochaine mesure. ",Pompe,tk/400
102,V2,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,V2 VENTILATEUR V2,2020-01-13 14:52:28,3. ATTENTIVE FOLLOW UP,Lubrication problem,"Nous observons sur les paliers du ventilateur des décollements de spectre et des forme d'onde relativement chargée en HF. Toutefois compte tenu de la constance avec les dernières mesures, nous ne conseillons pas d'intervention. Des fréquences asynchrones sont également visibles mais tout à fait minimes. Des fréquences électriques sont visibles sur le moteur, l'évolution reste dans tolérable. 

Défaut de lubrification léger. Evolution à suivre à la prochaine mesure avec attention. ",Ventilateur,tk/400
103,SU,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,SU Suppression Utilités,2020-06-25 16:24:14,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Nous relevons sur le palier du ventilateur côté accouplement une fréquence asynchrone avec des nombreuses harmoniques, accompagnées d'amplitudes vibratoires relativement importantes. Nous ne notons toutefois pas d'évolution. 

Défaut avancé de roulement sur le palier côté poulie. Pas d'action requise à ce stade. A suivre attentivemment lors de la prochaine mesure. ",Palier vtl côté courroie,Administrator/44534
104,V1,2020-10-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,V1 VENTILATEUR V1,2020-10-02 08:05:24,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Nous observons sur les paliers du ventilateur une fréquence à 8.1 ordres signature d'un défaut de roulement. Les amplitudes sont en légère augmentation mais ne nécessitent pas d'intervention à ce stade. 

Défaut de roulement sur palier du ventilateur. A suivre lors de la prochaine mesure. ",Paliers ventilateur,HL/44534
105,V1,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,V1 VENTILATEUR V1,2020-06-25 14:48:28,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,Nous observons des fréquences asynchrones à 8.113 ordres sur les deux paliers du ventilateur. Les amplitudes sont encore relativement faibles et ne présentent pas de dégradation particulière depuis la dernière mesure. A suivre lors de la prochaine mesure. ,Paliers ventilateur,Administrator/44534
106,M42,2020-03-04 23:00:00,FERROGLOBE,FER,FERROGLOBE,M42 VENTILATEUR M42,2020-03-11 13:19:51,3. ATTENTIVE FOLLOW UP,Imbalance,"Moteur:
les vibrtions sont stables mais notables à 6mm/s, avec la prédominance de la première harmonique à la rotation de l'arbre.

Roulements: fonctionnement avec un peu de contrainte

Ventilateur: 
l'amplitude du balourd est juste acceptable à 4mm/s.
Le fonctionnement avec ce balourd a généré laprésence de jeux par desserrage, ce qui a pu entraîner une modification de la géométrie d'alignement.

Roulements: Fonctionnement sous contrainte

Préconisation:
Le nettoyage et l'équilirage de la turbine est recommandé afin de limiter les contraintes de fonctionnment. Un contrôle des jeux de l'arbre de la turbine est recommandé (contrôle du serrage du roulement bloqué) puis de l'alignement.
",ventilateur,Laurent/44701
107,P34F,2020-03-04 23:00:00,FERROGLOBE,FER,FERROGLOBE,P34F POMPE P34F,2020-03-11 14:28:45,3. ATTENTIVE FOLLOW UP,Imbalance,"Moteur:
Nette élévation des vibrations sur les directions radiales à 6,5mm/s, avec la prédominance de la première harmonique à la rotation de l'arbre.

Roulements:
Apparition de défaut iés à la cinématique des roulements (harmoniques asynchrones)

Pompe:
Les amplitudes vibraoires sont en baisse assez nette avec une réduction des amplitudes liées aux chocs à la rotation de l'arbre.

Roulements:
Pas d'évolution notable avec la présence d'effets hydrodynamique et de cavitation, déjà observés.

Préconisation:
Afin de comprendre l'évolution des mesures, il est nécessaire de savoir si une opération de maintenance a eu lieu depuis octobre 2019: remplacement accouplement, reprise de l'alignement, changement du moteur.
Si aucune opération n'a été réalisée, le remplcament et la révisoin du moteur est recommandé rapidement.",moteur,Laurent/44701
108,T38,2019-06-26 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T38 REDUCTEUR T38 H2.25,2019-07-04 14:23:04,3. ATTENTIVE FOLLOW UP,Looseness,"Un jeu prononcé est observé sur le moteur côté accouplement. Les impacts sont moyennement élevés mais francs. 

Nous conseillons fortement de reprendre une mesure d'ici 3 mois pour suivre l'évolution du défaut. 

Refaire une mesure d'ici 3 mois. ",,tk/400
109,T47,2019-06-27 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,"T47 REDUCTEUR T47 H2.31,5",2019-07-05 13:49:48,3. ATTENTIVE FOLLOW UP,Looseness,"Un défaut de jeu est relevé sur le moteur côté accouplement.

Les amplitudes vibratoires sont moyennement importantes (17 G's Pk-Pk) mais ne nécessitent pas d'intervention à ce stade. A surveiller lors de la prochaine mesure. ",,tk/400
110,PF3,2019-06-26 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,PF3 PF3_Concasseur_primaire,2019-07-07 18:25:10,3. ATTENTIVE FOLLOW UP,Looseness,"Du jeu est observé sur le palier côté transmission et/ou sur la bielle. 

Les amplitudes vibratoires sont relativement importantes mais ne nécessitent pas d'intervention à ce stade. 

Défaut de jeu. Pas d'action requise, équipement à suivre selon planning. ",,tk/400
111,M1,2019-06-27 22:00:00,FERROGLOBE,FER,FERROGLOBE,M1 POMPE M1,2019-07-21 13:05:38,3. ATTENTIVE FOLLOW UP,Lubrication problem,"Nous relevons une augmentation des fréquences électriques sur le moteur. A suivre attentivemment à la prochaine mesure. 

Les frottements détectés à la dernière mesure ont fortement diminués du côté opposé à l'accouplement et légèrement augmentés du côté accouplement pour être maintenant similaires. 

Fréquences électriques et frottements sur pompe. Surveiller attentivement moteur et pompe à la prochaine mesure. ",,tk/400
