,EquipmentID,SurveyDate,AreaName,AreaID,Route,EquipmentName,AnalysisDate,FaultStatus,FaultName,Comment,Location,Analyst
112,A741,2019-02-25 23:00:00,FERROGLOBE,FER,FERROGLOBE,A741 VENTILATEUR A741,2019-02-26 14:19:51,3. ATTENTIVE FOLLOW UP,Imbalance,"Nous relevons un pic à la vitesse de rotation du ventilateur traduisant un léger déséquilibre du ventilateur. Les amplitudes sont modérées. 

Nous relevons une différence notable des vibrations entre la mesure verticale et la mesure horizontale traduisant une faiblesse de la structure dans la direction horizontale. Les amplitudes sont à suivre attentivement. En cas d'évolution une correction de l'équilibrage sera requis.

Pas de defaut de roulement à signaler.
Jeu OK.
Alignement OK.
Electrique OK.

Suivre l'évolution des amplitudes lors des prochaines mesures (3 mois).",Structure,Administrator/44534
113,M7,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,M7 POMPE M7,2020-01-13 17:15:47,3. ATTENTIVE FOLLOW UP,Lubrication problem,"Première mesure sur cet équipemet. Nous relevons sur la pompe un défaut de lubrification. Sans historique, il est difficile de dire si le défaut est prononcé ou non. Les amplitudes restent importantes. Compte tenu de l'absence de nippe de graissage, nous conseillons un suivi attentif lors de la prochaine mesure. Un léger jeu est également présent sur le moteur.

Défaut de lubrification. Evolution à suivre lors de la prochaine mesure.",Pompe,tk/400
114,M42,2020-10-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,M42 VENTILATEUR M42,2020-10-02 08:12:06,3. ATTENTIVE FOLLOW UP,Imbalance,"Nous relevons depuis longtemps sur cet équipement la fréquence de la rotation indiquant un déséquilibre pur de la turbine. Les amplitudes sont ici encore acceptables. 

Déséquilibre naissant. Pas d'action requise à ce stade. ",Ventilateur,HL/44534
115,A307,2020-03-04 23:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,A307 REDUCTEUR_A307,2020-03-11 17:29:26,3. ATTENTIVE FOLLOW UP,Accouplement,"Moteur:
Les mesures globales en vitesse sont en hausse, particulièrement en axial et sur le palier arrière.
Augmentation des jeux en radial et de la seconde harmonique en axial
Augmentation du défaut d'entrefer

Roulements:
Légère de la contrainte et des chocs à la rotation

Réducteur:
Augmentation de l'amplitude vibratoire de la composante à la rotation de l'arbre GV à 992 tr/min.

Légère hausse de l'amplitude de la fréquence d'engrènement du train GV/MV1.

Roulement:
Présence d'une contrainte nouvelle sur les palier de l'arbre intermédiaire MV1.

Préconisation:
Un contrôle de l'état d'usure de l'accouplement entre le moteur et réducteur est recommandé sous trois mois. Suite aux constatations, un alignement sera à prévoir.",moteur,Laurent/44701
116,M42,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,M42 VENTILATEUR M42,2019-05-03 08:20:56,3. ATTENTIVE FOLLOW UP,Imbalance,"Nous relevons un pic à la vitesse de rotation du ventilateur indiquant un problème déquilibrage de la turbine. Les amplitudes sont en nette diminution en regard du dernier relevé mais reste encore élecé.

Nous relevons une fréquence de défaut de roulement sur le palier du côté accouplé du ventilateur. Les amplitudes sont encore faibles et aucune intervention n'est requise à ce stade.

Pas de défaut notbale à signaler sur le moteur.

Lubrification OK
Jeu OK
Courroies OK

L'amplitude du déséquilibre du ventilateur et à suivre lors de prochain contrôle.",,Administrator/44534
117,M1,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,M1 POMPE M1,2019-05-03 08:38:48,3. ATTENTIVE FOLLOW UP,Rub,"Nous relevons un problème de lubrification/frottement sur les roulements de la pompe. Les amplitudes sont marquées et justifie un suivi attentif car aucun appoint de graissage n'est possible. En cas d'augmentation de l'amplitude lors du prochain contrôle, le remplacement des roulements de la pompe sera requis.

Pas de défaut notable à signaler sur le moteur.

Jeu OK
Alignement OK

Suivre attentivement les roulements de la pompe lors du prochain contrôle.",,Administrator/44534
118,P34F,2020-10-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,P34F POMPE P34F,2020-10-02 08:32:04,3. ATTENTIVE FOLLOW UP,Misalignment,"Nous relevons une fréquence à 2X la rotation indiquant un défaut de lignage. Les amplitudes ne nécessitent pas encore d'intervention. 

Défaut de lignage avancé. A suivre avec attention lors de la prochaine mesure. ",,HL/44534
119,T40,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T40 REDUCTEUR T40,2020-10-14 12:46:57,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Nous relevons en sortie de réducteur un défaut de roulement  à 7.6 ordres. Les amplitudes sont relativement importantes pour cette fréquence de rotation. Cependant, nous ne conseillons pas d'intervention à ce stade, suivre le défaut. 

Défaut de roulement avancé en sortie de réducteur. Pas d'action requise à ce stade. ",Réducteur,HL/44534
120,T43A,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T43A REDUCTEUR T43A H2.25,2020-10-14 12:52:53,3. ATTENTIVE FOLLOW UP,Looseness,"Nous relevons sur l'arbre d'entrée du réducteur un défaut de jeu rotatif. Les amplitudes ne sont pas encore dramatiques mais présentent une évolution significative. Nous ne conseillons pas d'intervention à ce stade.

Défaut de jeu rotatif avancé sur l'arbre d'entrée du réducteur. Défaut à suivre lors de la prochaine campagne. Pas d'action requise à ce stade.  ",Arbre entrée réducteur,HL/44534
121,PF14,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,PF14 PF14_Concasseur_secondaire,2020-10-14 13:19:53,3. ATTENTIVE FOLLOW UP,Bearing - Outer/Inner race,"Nous relevons sur la bielle des informations asynchrones modulée à la rotation. Les amplitudes sont importantes mais compte tenu de la cinématique de l'équipement acceptable. 

Défaut de roulement sur la bielle côté accouplement. Pas d'action requise à ce stade. Le suivi attentif à la prochaine mesure est conseillé. ",Bielle,HL/44534
122,A711,2019-02-06 23:00:00,FERROGLOBE,FER,FERROGLOBE,A711 VENTILATEUR A711,2019-02-07 14:29:06,4. PROACTIVE INTERVENTION,Jeu.,"Nous relevons des multiples entiers de la vitesse de rotation de l'équipement sur le palier du côté accouplé du ventilateur. Ce phénomène traduit un jeu au niveau du roulement. Les amplitdes vibratoires sont marquées et une internvetion est préconisiée.

Nous relevons également la fréquence de défaut d'une piste externe sur le roulement du côté opposé accouplement du ventilateur. Les amplitudes vibratoire sont marsquées également un remplacement du roulement est préconisé.

Nous relevons également une différnece d'amplitude notable sur les mesures verticales et horizontales traduisant une faiblesse structurelle dans la direction horizontale.  Les amplitudes sont à suivre en cas d'évoltuion une modification de la structure peut être envisagée.

Un léger appoint de lubrification sur le roulement côté accouplé du moteur est également requis.

Alignement OK.
Equilibrage acceptable.

Nous recommandons :)
1) Réaliser un léger appoint de lubrificaiton sur le palier accouplé du moteur
2) Remplacer les roulements du ventilateur d'ici maximun 3 mois.
3) Contrôler l'équilibrage après le remplacement des roulements.",Roulement ventilateur,UserID -1/0
123,V1,2019-02-25 23:00:00,FERROGLOBE,FER,FERROGLOBE,V1 VENTILATEUR V1,2019-02-26 13:06:51,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement de spectre sur le palier côté accouplé du moteur traduisant un problème de lubrification. Les amplitudes vibratoires sont élévées et une intervention de graissage est requise.

Nous relevons également un décollement de spectre sur les 2 paliers du ventilateur ainsi que la fréquence de défaut de la piste externe. Les amplitudes sont également marquées et une intervention de graissage est également requise.

Equilibrage OK
Alignement OK
Jeu OK
Strucuture OK.

Nous recommandons:
1) De réaliser le graissage des paliers du ventilateur et du palier côté accouplé du moteur d'ici max 1 mois.
2) Réaliser un contrôle vibratoire après intervention.",,Administrator/44534
124,V2,2019-02-25 23:00:00,FERROGLOBE,FER,FERROGLOBE,V2 VENTILATEUR V2,2019-02-26 13:29:34,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement de spectre sur les 2 paliers du ventilateur ainsi que la fréquence de défaut de la piste externe. Les amplitudes sont également marquées et une intervention de graissage est également requise.

Visible des fréquences d'origine électrique sur les paliers du moteur liées au variateur. Les amplitudes sont acceptables. Aucune action requise à ce stade.

Equilibrage OK
Alignement OK
Jeu OK
Strucuture OK.

Nous recommandons:
1) De réaliser le graissage des paliers du ventilateur d'ici max 1 mois.
2) Réaliser un contrôle vibratoire après intervention.",,Administrator/44534
125,M42,2019-02-25 23:00:00,FERROGLOBE,FER,FERROGLOBE,M42 VENTILATEUR M42,2019-02-26 13:37:30,4. PROACTIVE INTERVENTION,Imbalance,"Nous relevons un pic à la vitesse de rotation du ventilateur indiquant un problème déquilibrage de la turbine. Les amplitudes sont marquées et un intervention est préconisée.

Nous relevons une fréquence de défaut de roulement sur le palier du côté accouplé du ventilateur. Les amplitudes sont encore faibles et aucune intervention n'est requise à ce stade.

Pas de défaut notbale à signaler sur le moteur.

Lubrification OK
Jeu OK
Courroies OK

Nous recommandons :
1) De prévoir le nettoyage du ventilateur lors du prochain arrêt.
2) Refaire une mesure après intervention pour vérifier les niveaux.",,Administrator/44534
126,P36B,2019-06-27 22:00:00,FERROGLOBE,FER,FERROGLOBE,P36B POMPE P36B,2019-07-21 14:46:13,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons une légère augmentation du frottement sur le moteur. Les amplitudes nécessitent une intervention. 

Nous vous conseillons de réaliser un appoint de graisse sur le moteur côté accouplement. ",,tk/400
127,V1,2019-10-08 22:00:00,FERROGLOBE,FER,FERROGLOBE,V1 VENTILATEUR V1,2019-10-09 08:27:30,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement de spectre sur les deux paliers du ventilateur, signature d'un défaut de lubrification. Les amplitudes vibratoires nécessitent de réaliser un appoint de graisse.
Nous vous préconisons de réaliser le graissage des deux paliers du ventilateur d'ici 1 mois. ",Ventilateur,tk/400
128,V2,2019-10-08 22:00:00,FERROGLOBE,FER,FERROGLOBE,V2 VENTILATEUR V2,2019-10-09 08:32:21,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement de spectre sur les deux paliers du ventilateur, signature d'un défaut de lubrification. Les amplitudes vibratoires nécessitent de réaliser un appoint de graisse.
Nous vous préconisons de réaliser le graissage des deux paliers du ventilateur d'ici 1 mois. ",Ventilateur,tk/400
129,Dép PF,2019-10-08 22:00:00,FERROGLOBE,FER,FERROGLOBE,Dép PF Dépoussièrage PF,2019-10-09 08:48:14,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement de spectre sur le palier accouplé du ventilateur. Les amplitudes sont marquées et une intervention de graissage est  requise.

Visible la fréquence de courroies de transmission. Les amplitudes sont encore acceptables. Aucune action requise.

Nous recommandons de réaliser le graissage des paliers du ventilateur d'ici max 1 mois.",Ventilateur,tk/400
130,P36B,2019-10-08 22:00:00,FERROGLOBE,FER,FERROGLOBE,P36B POMPE P36B,2019-10-09 08:58:39,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons l'augmentation des amplitudes vibratoires liées à un défaut de lubrification sur le moteur côté accouplement. Une action de graissage est fortement recommandée. 

Nous vous préconisons de réaliser un graissage sur le moteur côté accouplement. ",Moteur côté accouplement,tk/400
131,P34F,2019-10-08 22:00:00,FERROGLOBE,FER,FERROGLOBE,P34F POMPE P34F,2019-10-09 09:09:39,4. PROACTIVE INTERVENTION,Coupling problem,Nous relevons la présence de fréquences multiples de la vitesse de rotation. Sont particulièrement présentes 2X et 4X sur certains points. Un défaut de lignage est suspecté. Nous vous conseillons de réaliser un contrôle du lignage au prochain arrêt technique. Le jeu reste stable. Nous vous conseillons de réaliser un contrôle après lignage. ,Moteur-Pompe,tk/400
132,SU,2019-10-08 22:00:00,FERROGLOBE,FER,FERROGLOBE,SU Suppression Utilités,2019-10-09 09:40:35,4. PROACTIVE INTERVENTION,Faulty belt,"Nous relevons sur le moteur et sur le palier du ventilateur côté accouplement une augmentation importante de la signature d'un défaut de courroie. Les amplitudes vibratoires justifient un contrôle de l'état des courroies de transmission. 

Nous relevons également l'augmentation des amplitudes vibratoires accompagnant décollement de spectre sur le palier côté accouplement du ventilateur. Les amplitudes vibratoires justifient une intervention de graissage. 

Nous vous recommandons de : 
1) Contrôler l'état et la tension des courroies,
2) Réaliser une lubrification du palier du ventilateur côté accouplement. ",,tk/400
133,A752,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,A752 VENTILATEUR A752,2020-01-13 14:38:29,4. PROACTIVE INTERVENTION,Lubrication problem,Nous relevons sur le palier du ventilateur côté moteur un décollement spectral accompagné d'une forme d'onde haute fréquence chargée (22 G's Pk-Pk). Ceci est la conséquence d'un frottement causé par un défaut de lubrification. Nous vous conseillons de contrôler la correcte lubrification du palier du ventilateur côté accouplement.,Palier ventilateur côté moteur,tk/400
134,V1,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,V1 VENTILATEUR V1,2020-01-13 14:45:37,4. PROACTIVE INTERVENTION,Bearing - Outer/Inner race,"Nous observons sur le palier du ventilateur côté accouplement une fréquence asynchrone correspondant très probablement à un défaut de bague externe. Les amplitudes vibratoires restent pour le moment acceptables et ne nécessitent pas d'intervention. Nous observons toutefois des décollements de spectre en haute fréquence, synonyme d'un frottement.

Un contrôle de la lubrification des deux paliers du ventilateur est recommandé. 

",Palier ventilateur côté accouplement,tk/400
135,M42,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,M42 VENTILATEUR M42,2020-01-13 15:00:05,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons sur le palier du ventilateur côté accouplement un décollement de spectre. Les amplitudes restent acceptables mais compte tenu de l'évolution par rapport aux dernières mesures, nous vous recommandons de contrôler la lubrification. 

Contrôler la lubrification sur le palier du ventilateur côté accouplement. ",Ventilateur côté accouplement,tk/400
136,P36B,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,P36B POMPE P36B,2020-01-13 16:34:08,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous observons sur le moteur côté accouplement la hausse de l'énergie vibratoire associée à un décollement spectral, synonyme d'un défaut de lubrification. Un contrôle de la lubrification est fortement recommandé. Nous observons également une fuite conséquente de la garniture de la pompe. Un éventuel ajustage de cette dernière peut être effectuée si cela est possible et le cas échéant, l'installation d'un écran à projection est conseillé. 

Contrôler la lubrification du moteur côté accouplement. Régler, si possible, le réglage de la garniture de pompe pour diminuer la fuite. Le cas échéant, essayer de restreindre les projections d'eau sur le corps de la pompe.",Moteur côté accouplement,tk/400
137,P36B,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,P36B POMPE P36B,2020-06-25 15:27:53,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons sur le moteur côté non accouplé un décollement de spectre. Les amplitudes ont augmentées assez fortement lors de la dernière mesure. 

Défaut de lubrification. Nous vous recommandons de contrôler la correcte lubrification du moteur côté non accouplé. Délai: 1 mois. ",Moteur côté non accouplé,Administrator/44534
138,P34A,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,P34A POMPE P34A,2020-06-25 15:37:55,4. PROACTIVE INTERVENTION,Structural problem / resonance,"Nous observons sur le moteur un déséquilibre avec amplification directionnelle (9 mm/s RMS). Les amplitudes vibratoires nécessitent une intervention. 

Déséquilibre avec résonance structurelle observé sur le moteur. Nous vous conseillons de contrôler les fixations de l'équipement (du moteur surtout).",Moteur,Administrator/44534
139,V2,2020-06-24 22:00:00,FERROGLOBE,FER,FERROGLOBE,V2 VENTILATEUR V2,2020-06-25 14:56:04,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons sur le palier du ventilateur côté moteur un soulèvement de spectre traduisant un défaut de lubrification. Il s'agit du palier présentant le plus important décollement de spectre.

Défaut de lubrification. Nous vous conseillons de contrôler la correcte lubrification du palier ventilateur côté accouplement. Délai: 1 mois.",Palier ventilateur côté moteur,Administrator/44534
140,T43B,2019-06-26 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,T43B REDUCTEUR T43_B H2.64,2019-07-05 13:39:11,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons du frottement sur le moteur partie côté non accouplé.

Nous conseillons de réaliser un appoint de graisse au niveau du moteur côté opposé accouplement. 

",,tk/400
141,P34A,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,P34A POMPE P34A,2020-01-13 16:41:36,4. PROACTIVE INTERVENTION,Structural problem / resonance,"Nous observons sur le moteur des amplitudes vibratoires à une fois la vitesse de rotation, dans une direction préférentielle, liées au dévissage de la réhausse moteur. Nous observons également une résonance structurelle sur le corps de la pompe. Les fixations de la pompe semblent aussi dévissées. 
Un défaut naissant de roulement est présent sur le moteur côté accouplement. Les amplitudes restent acceptables à ce stade. Evolution à suivre lors de la prochaine mesure.

Un resserrage des fixations des réhausse moteur ET pompe est fortement préconisé.    ",,tk/400
142,A752,2019-06-27 22:00:00,FERROGLOBE,FER,FERROGLOBE,A752 VENTILATEUR A752,2019-07-21 12:37:34,4. PROACTIVE INTERVENTION,Lubrication problem,"Un défaut de lubrification est relevé sur le palier du ventilateur côté accouplement. 

Nous vous conseillons de réaliser un appoint de graisse sur le palier côté accouplement du ventilateur si cela n'a pas été réalisé depuis le 28/06/2019. ",,tk/400
143,Dép PF,2019-06-27 22:00:00,FERROGLOBE,FER,FERROGLOBE,Dép PF Dépoussièrage PF,2019-07-21 12:43:48,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un défaut de lubrification naissant sur le palier côté accouplement du ventilateur.

Nous vous conseillons de réaliser un appoint de graisse sur le palier côté accouplement du ventilateur si cela n'a pas été réalisé depuis le 28/06/2019. ",,tk/400
144,Dép PF,2019-02-25 23:00:00,FERROGLOBE,FER,FERROGLOBE,Dép PF Dépoussièrage PF,2019-02-26 14:06:09,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement de spectre sur le palier accouplé du ventilateur ainsi que la fréquence de défaut de la piste externe. Les amplitudes sont marquées et une intervention de graissage est  requise.

Visible la fréquence de courroies de transmission. Les amplitudes sont encore acceptables. Aucune action requise.

Equilibrage OK
Alignement OK
Jeu OK
Strucuture OK.

Nous recommandons:
1) De réaliser le graissage des paliers du ventilateur d'ici max 1 mois.
2) Réaliser un contrôle vibratoire après intervention.",,Administrator/44534
145,A752,2019-02-25 23:00:00,FERROGLOBE,FER,FERROGLOBE,A752 VENTILATEUR A752,2019-02-26 14:12:23,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement de spectre sur le palier accouplé du ventilateur ainsi que la fréquence de défaut de la piste externe. Les amplitudes sont marquées et une intervention de graissage est  requise.

Visible un léger jeu au niveau du palier côté opposé accouplé. Les amplitudes sont faibles. Aucunea action requise à ce stade.

Equilibrage OK
Alignement OK
Strucuture OK.

Nous recommandons:
1) De réaliser le graissage des paliers du ventilateur d'ici max 1 mois.
2) Réaliser un contrôle vibratoire après intervention.",,Administrator/44534
146,SU,2020-01-12 23:00:00,FERROGLOBE,FER,FERROGLOBE,SU Suppression Utilités,2020-01-13 17:29:32,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons sur le palier du ventilateur côté poulie un décollement de spectre accompagné de fréquences asynchrones synonymes d'un défaut de roulement. Les amplitudes vibratoires liées à ce défaut de roulement ne nécessitent pas d'intervention à ce stade mais est considéré comme défaut avancé. 

Un léger décollement de spectre est également visible sur le moteur côté poulie.

Nous vous conseillons de contrôler la correcte lubrification du palier ventilateur et moteur côté poulie. ",Palier ventilateur côté poulie,tk/400
147,P36B,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,P36B POMPE P36B,2019-05-03 08:31:54,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un decollement du spectre sur le palier côté accouplé du moteur traduisant un défaut de lubrification. Les amplitudes sont marquées et un graissage du roulement est requis.

Nous ne relevons pas de défaut notable de roulement.

Jeu OK
Alignement acceptable.

Nous recommandons de réaliser un appoint de lubrificaiton sur le palier côté accouplé du moteur d'ici max 15 jours.",,Administrator/44534
148,SU,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,SU Suppression Utilités,2019-05-03 08:57:58,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons un décollement du spectre sur le palier du ventialteur du côté opposé accouplement traduisant un problème de lubrification. Les amplitudes sont marquées et un appoint de graissage est requis.

Nous relevons égalemetn la fréquence de défaut du roulement du ventilateur du côté accouplé. Les amplitudes sont marquées et à suivre lors du prochain contrôle.

Pas de défaut notable à signaler sur le moteur.

Nous recomandons de réaliser un appoint de graissage sur les paliers du ventilateur d'ici max 10 jours.",,Administrator/44534
149,P36B,2020-10-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,P36B POMPE P36B,2020-10-02 08:26:11,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons sur le moteur et la pompe côté accouplement un décollement de spectre indiquant un défaut de lubrification. Les amplitudes nécessitent une intervention.

Défaut de lubrification sur moteur et pompe côté accouplement. Nous vous conseillons de contrôler la correcte lubrification d'ici 1 mois. ",,HL/44534
150,V1102,2020-10-07 22:00:00,FERROGLOBE,FER,FERROGLOBE,V1102 VENTILATEUR V1102,2020-10-14 12:06:19,4. PROACTIVE INTERVENTION,Electrical problem,"Nous relevons l'augmentation de fréquences électriques sur le moteur. Les amplitudes sont importantes et l'évolution non négligeable. Un défaut de barre rotorique est suspecté. Une intervention doit être envisagée. 

Fréquences électriques. Barres rotoriques peut être endommagées. Nous vous conseillons de contrôler dans un premier temps l'état du variateur. ",Moteur,HL/44534
151,A752,2020-10-07 22:00:00,FERROGLOBE,FER,FERROGLOBE,A752 VENTILATEUR A752,2020-10-14 12:11:09,4. PROACTIVE INTERVENTION,Lubrication problem,"Nous relevons sur le palier du ventilateur côté moteur un décollement spectral accompagné d'amplitudes vibratoires importantes. L'évolution et les amplitudes nécessitent une intervention. Le contrôle de la lubrification. 

Nous relevons également un défaut de roulement sur le palier du moteur côté accouplement. Les amplitudes ne nécessitent pas d'intervention à ce stade. 

Défaut de lubrification sur le palier du ventilateur côté moteur. Prévoir le contrôle de la correcte lubrification de ce palier. Délai: 1 mois. ",Ventilateur côté moteur,HL/44534
152,A307,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,A307 REDUCTEUR_A307,2020-10-14 12:22:43,4. PROACTIVE INTERVENTION,Accouplement,"Nous relevons sur le moteur et l'entrée du réducteur une signature révélatrice d'un défaut d'accouplement. L'équipement était en charge contrairement aux campagnes précédentes à vide. De nombreuses fréquences parasitent l'analyse des élements tournants, toutefois le défaut d'accoupement est avéré. 
Nous recommanderions de contrôler l'état de l'accouplement. 

Nous relevons également un décollement de spectre sur l'arbre 2 du réducteur indiquant un défaut de lubrification. Pas d'intervention requise à ce stade pour le défaut de lubrification.

Défaut d'accouplement entre moteur et réducteur. Le contrôle de l'état de l'accouplement est recommandé d'ici 3 mois.  ",Accouplement,HL/44534
153,P34F,2019-06-27 22:00:00,FERROGLOBE,FER,FERROGLOBE,P34F POMPE P34F,2019-07-21 14:40:44,5. CORRECTIVE INTERVENTION,Looseness,"Le jeu sur la pompe côté opposé à l'accouplement relevé lors de la dernière mesure est toujours présent, mais n'a pas évolué. Les amplitudes vibratoires justifient toutefois une intervention. 

Nous recommandons de corriger le problème de jeu mécanique au niveau des paliers de la pompe.",,tk/400
154,PF14,2019-06-26 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,PF14 PF14_Concasseur_secondaire,2019-07-05 14:15:32,5. CORRECTIVE INTERVENTION,Other,"Une fois les amplitudes dues aux mouvements de la bielle annulées, nous relevons un défaut de piste interne du roulement 22248 sur la bielle côté opposé à la transmission. 

Les amplitudes sont relativement élevées, nous préconisons de remplacer le roulement d'ici max 4 mois. 

Remplacer roulement de la bielle d'ici 4 mois. ",,tk/400
155,P34F,2019-05-01 22:00:00,FERROGLOBE,FER,FERROGLOBE,P34F POMPE P34F,2019-05-03 08:35:24,5. CORRECTIVE INTERVENTION,Jeu.,"Nous relevons des multiples entiers de la vitesse de rotation sur les paliers de la pompe traduisant un porblème de jeu mécanique. Les amplitudes sont importantes et une intervention est requise.

Nous ne relevons pas de défaut notable de roulement.

Alignement acceptable
Lubrification OK

Nous recommandons de corriger le problème de jeu mécanique au niveau des paliers de la pompe d'ici max 3 mois.",,Administrator/44534
156,T47,2020-10-07 22:00:00,REDUCTEURS_FERROGLOBE,RED,REDUCTEURS_FERROGLOBE,"T47 REDUCTEUR T47 H2.31,5",2020-10-14 13:02:05,5. CORRECTIVE INTERVENTION,Looseness,"Nous relevons sur le moteur une augmentation des impacts à la rotation du côté accouplement indiquant un défaut de jeu. Nous considérons que le défaut est à un stade sévère et qu'une intervention est nécessaire. 

Défaut de jeu sur moteur. Nous vous préconisons de remplacer le moteur. Délai: 3 mois. ",Moteur,HL/44534
